tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_meanValue_dec_17,tqwt_meanValue_dec_27,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_10,tqwt_meanValue_dec_3,tqwt_entropy_log_dec_28,tqwt_meanValue_dec_6,tqwt_meanValue_dec_34,tqwt_meanValue_dec_31,tqwt_skewnessValue_dec_36,tqwt_meanValue_dec_20,tqwt_meanValue_dec_26,tqwt_entropy_log_dec_13,tqwt_meanValue_dec_15,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_10,tqwt_meanValue_dec_9,tqwt_minValue_dec_16,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_30,tqwt_meanValue_dec_33,tqwt_entropy_log_dec_32,tqwt_meanValue_dec_28,tqwt_entropy_shannon_dec_16,tqwt_energy_dec_17,tqwt_meanValue_dec_16,tqwt_meanValue_dec_21,tqwt_maxValue_dec_17,tqwt_meanValue_dec_11,tqwt_meanValue_dec_23,tqwt_meanValue_dec_13,tqwt_entropy_shannon_dec_22,tqwt_entropy_shannon_dec_21,tqwt_entropy_log_dec_31,tqwt_meanValue_dec_12,tqwt_skewnessValue_dec_35,tqwt_meanValue_dec_1,tqwt_meanValue_dec_32,tqwt_energy_dec_18,tqwt_meanValue_dec_24,tqwt_entropy_log_dec_14,tqwt_maxValue_dec_18,tqwt_minValue_dec_14,tqwt_minValue_dec_18,tqwt_stdValue_dec_16,tqwt_meanValue_dec_29,tqwt_meanValue_dec_19,tqwt_meanValue_dec_14,tqwt_meanValue_dec_25,tqwt_meanValue_dec_18,tqwt_kurtosisValue_dec_36,tqwt_stdValue_dec_15,tqwt_meanValue_dec_35,tqwt_stdValue_dec_17,tqwt_meanValue_dec_2,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_meanValue_dec_22,tqwt_entropy_shannon_dec_20,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_meanValue_dec_5,tqwt_meanValue_dec_4,tqwt_minValue_dec_15,tqwt_meanValue_dec_30,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,std_12th_delta_delta,std_9th_delta,std_8th_delta,app_LT_entropy_log_8_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,det_LT_entropy_log_10_coef,std_10th_delta_delta,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_8_coef,det_entropy_log_9_coef,app_entropy_log_10_coef,std_8th_delta_delta,std_9th_delta_delta,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,det_entropy_log_8_coef,app_entropy_log_7_coef,app_LT_entropy_shannon_9_coef,det_LT_entropy_log_9_coef,app_entropy_log_6_coef,std_11th_delta_delta,app_LT_entropy_shannon_10_coef,std_10th_delta,app_entropy_log_9_coef,app_LT_entropy_shannon_4_coef,std_6th_delta_delta,det_entropy_log_10_coef,RPDE,DFA,meanPeriodPulses,meanHarmToNoiseHarmonicity,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_mean_6_coef,app_LT_TKEO_std_8_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_9_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_std_7_coef,f3,f2,f1,f4,class
0.5538,-3264.1567,1.58e-18,3.04e-20,-1613.738,-215529.3098,4.72e-21,-11886.5365,8.220000000000001e-21,2.43e-19,-9.79e-20,0.0094368,3.62e-19,1.13e-19,-70540.2008,2.85e-19,-2599.4199,3.41e-20,-3.5500000000000005e-21,-0.84404,0.83338,-9338.8496,-7112.1315,2.82e-19,-3900.0162,7.35e-20,1571.3344,0.21098,4.36e-19,8.05e-19,0.88514,7.96e-20,1.3e-20,3.37e-19,89.6943,324.3682,-5117.698,-4.38e-20,0.06467,3.4800000000000006e-21,-9.26e-20,0.056862,1.53e-18,-45840.0604,0.57842,-0.54118,-0.54209,0.3606,-3.16e-20,2.01e-18,-1.35e-18,7.66e-19,-4.92e-19,2.9646,0.24518,-1.17e-19,0.38213,4.6e-21,0.70429,1153.5811,9.11e-19,466.7988,-197489.9748,-122319.9537,2.6900000000000002e-21,-1.03e-20,-0.72407,3.21e-20,-6.36e-20,5.84e-20,0.010966,0.026293,0.028724,133.4572,-33012.1067,0.023227,-147.3736,0.0090321,-47145.3785,-975719.5957,-5.7995,264.2942,0.013345,0.012121,243.4997,-124603.9821,-233375.324,-479808.7435,-3.1987,248.6373,-2103469.227,-166.0502,252.3981,0.01077,-4510997.512,0.022754,253.8969,-72753.3244,0.013905,12.8641,0.24278,0.63579,0.004779499,29.505,20.4851,51.5852,214.6035,2566.3574,154.2516,3893.9369,35.0758,973.1253,456.0482,280.6347,143.8544,10276.5466,605.5924,91.2026,5140.6747,1946.3382,123.8922,1246.8559,2944.488364,1261.243526,783.3774451,3628.205293,0.0
0.050166,-3684.4769,-1.12e-19,2.16e-19,-3309.779,-313977.6485,-1.1e-20,-9655.1682,-7.339999999999999e-23,1.52e-20,3.57e-19,1.0419,-1.32e-20,8.34e-19,-142458.0372,5.23e-20,-3805.3366,-9.44e-21,3.3e-21,-0.094174,0.10699,-7725.3351,-5968.6548,7.06e-20,-3870.3407,-6.48e-20,20.1023,0.0228,-1.2e-19,4.09e-19,0.13864,-2.19e-21,-4.56e-20,-6.1e-20,15.5432,45.7244,-4526.1553,-2.98e-20,0.34012,-5.84e-21,-2.51e-19,0.011731,7.81e-20,-125900.6806,0.12252,-0.04849,-0.11363,0.019437,-3.4e-20,2.67e-20,-1.33e-20,3.38e-19,7.2e-20,30.2793,0.011542,-6.29e-20,0.023696,2.01e-21,0.059265,9.8316,5.43e-20,34.9794,-239454.2226,-176184.9576,4.89e-21,-1.25e-20,-0.06243,-1.52e-20,2.2e-21,-2.9600000000000004e-21,0.024268,0.060747,0.052252,132.6632,-31459.8862,0.052847,-69.0781,0.024431,-44847.3159,-919981.4045,63.06,260.1121,0.02454,0.029197,239.3153,-117837.5972,-220250.9306,-452760.5103,57.8319,244.2706,-1984161.185,-93.8147,247.8156,0.024363,-4256696.27,0.047531,249.7129,-69003.1712,0.029904,87.7891,0.49772,0.81236,0.005279078,7.656,19.772,49.6147,206.5542,2478.5261,153.4577,3737.9644,33.7854,936.2103,439.0663,270.5293,143.0604,9863.773,584.1837,87.7924,4924.8144,1871.8942,119.5723,1198.8324,3033.537295,1674.97345,724.5249656,4482.258531,1.0
0.024794,-3609.8015,4.3600000000000006e-21,1.52e-19,-3373.1928,-360874.2122,6.6300000000000006e-21,-7949.1373,1.27e-21,1.71e-20,3.57e-19,-0.14471,-4.9e-20,-2.53e-20,-168458.9578,-5.8700000000000006e-21,-3834.552,1.6700000000000002e-21,2.2800000000000002e-21,-0.027256,0.02925,-9313.2032,-6154.5057,-1.12e-19,-3999.9703,2.75e-19,1.4909,0.00086488,-5e-21,4.44e-19,0.047473,5.5700000000000004e-21,-1.17e-19,2.3700000000000003e-21,56.7661,182.974,-4888.4725,1.83e-20,-0.17974,1.6300000000000001e-21,3.16e-20,0.0092412,3.13e-19,-143467.4962,0.1397,-0.023209,-0.11822,0.0044619,6.17e-20,2.1e-19,2.8400000000000003e-21,8.44e-20,4.45e-20,40.1252,0.0037292,-4.03e-20,0.0058626,6.55e-22,0.025758,1.3007,2.36e-19,205.7234,-287541.8653,-214939.6218,-5.350000000000001e-21,-6.560000000000001e-21,-0.027287,7.01e-20,1.3400000000000002e-21,-2.7200000000000002e-21,0.025257,0.054893,0.05633,133.231,-31216.0944,0.050806,-65.1766,0.029403,-44994.5661,-959591.6238,72.6736,263.2593,0.025514,0.029253,242.4628,-121195.2574,-228558.9351,-470873.0263,90.1583,247.3976,-2068938.914,-83.7903,250.9526,0.022078,-4437390.348,0.065202,252.8611,-70140.761,0.026703,84.2669,0.69504,0.76417,0.005978107,7.886,21.3445,52.3595,210.7811,2499.7468,154.0255,3794.8592,34.6869,947.5727,446.4663,278.189,143.6282,10015.3354,598.3943,89.5527,5007.1491,1895.7895,125.3547,1204.5423,2648.569275,1465.623819,389.772382,3859.539743,1.0
0.01232,-3719.5881,-3.16e-20,6.07e-20,-3453.3958,-348010.5984,-7.49e-21,-9958.8338,-7.16e-22,-1.52e-20,1.22e-20,5.0384,-2.46e-19,-2.03e-19,-166253.7393,1.55e-20,-3920.1443,-1.7100000000000003e-21,-3.6800000000000004e-21,-0.027688,0.023866,-9236.0706,-6335.5442,-2.02e-20,-4099.9151,1.78e-19,1.7062,0.00059601,1.5e-20,-1.58e-19,0.034278,-8.270000000000001e-21,1.76e-18,-7.23e-21,35.5919,144.3951,-4855.3646,1.6400000000000002e-21,1.9303,-2.26e-21,3.05e-19,0.0030633,1.44e-18,-146787.686,0.05559,-0.012878,-0.053884,0.0047305,5.35e-20,-2.51e-20,-1.77e-20,1.31e-19,-1.18e-20,56.0278,0.0031212,3.64e-21,0.0054315,2.4400000000000002e-21,0.016689,0.95132,-4.02e-19,166.5793,-277617.0111,-208063.1351,-9.020000000000001e-22,-7.31e-21,-0.017496,0.0,1.52e-21,1.08e-21,0.021118,0.06111,0.07301,133.2461,-32533.3307,0.041173,-123.384,0.033896,-46459.0813,-960562.6492,15.3043,263.1709,0.035376,0.027756,242.3764,-122714.6959,-229771.8779,-472417.4565,14.2489,247.4593,-2071030.781,-144.3108,251.156,0.023687,-4441872.313,0.069943,252.7736,-71674.2079,0.028463,35.9327,0.43329,0.79967,0.004933569,14.35,20.2261,51.0577,212.3745,2541.2601,154.0405,3849.9825,34.7308,962.6578,451.3107,278.1105,143.6433,10159.9873,599.7893,90.2746,5079.6052,1925.2579,122.8723,1232.8303,2894.331486,1603.247951,352.3144672,4205.413727,1.0
0.0785,-4593.8264,5.46e-21,2.19e-18,-3332.0246,-304173.1879,-1.72e-21,-2982.689,6.53e-21,6.07e-20,6.99e-20,-5.236,4.53e-20,-2.25e-19,-151519.2903,-1.27e-19,-3815.0966,2.13e-21,7.61e-21,-0.074756,0.074756,-5928.2745,-7033.0613,3.03e-20,-5205.0068,-2e-18,19.441,0.034888,1.09e-20,9.95e-20,0.10983,2.92e-21,-1.95e-20,3.6800000000000004e-21,7.6063,9.2966,-6091.1676,-1.53e-20,-1.3003,-5.02e-21,3.37e-20,0.04705,-1.56e-20,-109573.8619,0.15945,-0.066729,-0.15945,0.018868,-7e-19,-3.77e-20,5.68e-20,-2.06e-19,-8.38e-20,41.9353,0.018064,-1.09e-19,0.032129,9.56e-22,0.089316,21.3919,7.33e-20,11.2573,-259931.6694,-215940.6442,0.0,4.66e-21,-0.096599,-1.17e-19,-1.32e-21,-5.71e-21,0.016014,0.032968,0.039385,129.9257,-24648.6673,0.031029,-100.2916,0.019975,-35480.8337,-750648.7197,19.8955,246.4916,0.021301,0.017309,225.6967,-94906.0707,-178502.3931,-368125.0767,21.1928,229.619,-1621436.905,-122.4805,232.166,0.017495,-3483148.565,0.034883,236.094,-55117.2566,0.021807,42.0645,0.55702,0.8,0.008783924,14.056,16.0815,40.562,168.9247,2018.9689,150.7201,3067.2773,27.6166,766.1825,358.9732,220.7831,140.3229,8095.2719,476.2138,71.7881,4050.8146,1532.5514,97.5689,982.0205,2579.633547,1162.064382,557.1360986,3266.61435,1.0
0.094265,-4554.4477,7.96e-20,1.2e-18,-3302.6645,-282465.7904,3.91e-21,-2765.2174,-3.2700000000000004e-21,-6.0700000000000005e-21,-4.2e-20,-8.0246,-4.13e-19,-5.97e-19,-136579.2163,4.92e-20,-3867.4099,-1.11e-20,-5.84e-21,-0.12423,0.12423,-4967.461,-7303.4395,-6.05e-20,-5445.4259,3.08e-18,41.0393,0.046328,-2.27e-20,2.79e-19,0.16381,1.13e-20,-2.54e-19,2.45e-20,17.9046,32.2482,-6321.1308,6.1400000000000004e-21,-2.7187,4.13e-22,1.89e-20,0.074866,5.86e-20,-96517.8209,0.22681,-0.08839,-0.20837,0.029267,-1.36e-19,-6.53e-19,1.38e-19,8.56e-20,4.72e-19,83.571,0.029245,-6.2e-20,0.05075,-1.3e-21,0.11152,49.6291,3.66e-20,51.32,-241000.9183,-204900.7618,3.47e-21,-1.6700000000000002e-21,-0.10256,6.13e-20,-6.17e-22,-3.01e-21,0.013751,0.033188,0.022105,130.1757,-25116.3088,0.026678,-98.7537,0.013118,-36150.1244,-764740.1072,20.738,247.6837,0.014109,0.017037,226.8887,-96711.1972,-181906.9781,-375071.559,12.8858,230.8854,-1651639.563,-122.6966,233.5117,0.014487,-3547591.759,0.024454,237.2859,-56159.2077,0.015397,44.1591,0.5312,0.76833,0.00847525,14.859,16.3835,41.3026,171.6687,2050.4332,150.9702,3116.3876,28.0634,778.3078,364.7482,224.5706,140.573,8225.0812,484.2635,72.9586,4116.5618,1556.865,99.196,996.9941,2606.228452,1149.860736,537.5451194,3330.568801,1.0
0.097799,-4442.4307,-3.05e-20,2.04e-18,-3372.3994,-279471.3098,1.02e-21,-2600.1475,-2.83e-21,2.43e-20,2.8e-20,-8.537,-1.89e-20,1.89e-18,-135063.9748,-1.33e-20,-3808.6941,-2.5900000000000003e-21,3.3e-21,-0.095561,0.095561,-4558.0898,-7002.3879,-8.07e-20,-5275.6738,-1.36e-18,39.9396,0.032852,-3.82e-20,2.94e-19,0.14827,-9.5e-21,1.04e-19,1.42e-20,13.1439,14.4847,-6129.674,-3.2900000000000002e-21,-2.8968,2.07e-22,-1.85e-19,0.046867,1.09e-19,-96418.7813,0.19821,-0.12144,-0.19821,0.028571,3.89e-20,-3.31e-19,-3.16e-20,-3.75e-19,-3.4e-20,88.2696,0.029499,-1.46e-20,0.045735,-1.08e-21,0.12373,50.0392,-3.26e-20,25.379,-236798.4927,-199117.7901,0.0,-2.7500000000000003e-21,-0.11353,0.0,-8.550000000000001e-21,4.5500000000000006e-21,0.014266,0.033705,0.032872,130.1531,-25147.7934,0.02614,-151.917,0.017544,-36177.2705,-763437.9754,-12.3018,247.5749,0.016081,0.017347,226.7805,-96634.0345,-181680.3759,-374571.1364,9.6338,230.7958,-1648849.446,-155.5226,233.4237,0.015804,-3541645.983,0.035107,237.1777,-56153.409,0.024559,-8.818,0.52362,0.79765,0.008452344,14.796,16.4739,41.534,172.6034,2062.7143,150.9475,3125.945,28.2218,781.4631,366.6152,226.1286,140.5503,8249.1804,487.9195,73.3722,4123.944,1562.9924,99.7839,999.5043,2534.983861,1143.824248,497.0193259,3258.921412,1.0
0.011909,-4864.5158,2.73e-22,-2.97e-19,-3660.2332,-425404.4067,1.5899999999999998e-23,-5657.5012,2.16e-22,1.52e-21,-3.5e-21,-3.2851,-9.430000000000001e-21,-2.25e-20,-201578.1218,2.9400000000000003e-21,-4410.3663,-1.1e-21,-1.46e-21,-0.02055,0.02055,-9833.0735,-7511.8057,-1.01e-20,-5532.194,7.46e-19,1.4824,0.016593,4.77e-21,1.07e-20,0.023658,-2.42e-21,4.24e-20,3.95e-22,4.3657,3.5858,-6633.0096,1.3400000000000002e-21,-0.21572,-4.79e-22,2.37e-20,0.040176,-5.67e-20,-148552.2594,0.03623,-0.013498,-0.03623,0.0044465,-9.720000000000001e-21,1.48e-19,9.82e-21,1.41e-20,-5.61e-20,28.309,0.0040585,5.47e-21,0.0063992,7.079999999999999e-23,0.019842,1.5107,-5.43e-20,7.3362,-341359.5058,-272250.9738,3.8199999999999995e-24,2.74e-22,-0.020554,-2.01e-21,1.1400000000000001e-21,-7e-22,0.017418,0.044388,0.048206,130.0066,-24466.117,0.034009,-84.4845,0.022991,-35335.9386,-755177.1078,37.8105,246.9041,0.024184,0.021021,226.1091,-95076.6316,-179303.5159,-370143.296,50.1314,230.0242,-1631140.526,-103.2293,232.5275,0.017255,-3503855.858,0.04719,236.5066,-55069.3293,0.027246,56.0781,0.76099,0.7923,0.008766086,9.206,16.5465,41.8014,170.8158,2038.1369,150.801,3085.3051,28.022,771.4574,362.5563,222.8606,140.4038,8141.0799,483.9418,72.5903,4065.5805,1543.0771,99.2777,984.1922,1859.814647,1021.692717,440.9231134,2727.264112,1.0
0.0089563,-4893.0799,-9.21e-22,8.64e-19,-3691.0674,-407899.3482,-1.1e-23,-4321.7744,-7.229999999999999e-23,4.9300000000000006e-21,-1.84e-20,5.2596,-6.6e-21,6.2e-19,-198488.4766,-1.1e-20,-4193.5435,-9.4e-22,-2.66e-22,-0.031849,0.031849,-7847.3968,-7494.1305,-8.82e-21,-5679.3516,-6e-19,2.108,0.013797,-1.19e-21,-1.03e-19,0.045601,-1.52e-21,-1.6e-19,-4.64e-21,1.9695,2.9498,-6557.4424,-9.71e-22,0.51856,-6.45e-24,-1.26e-20,0.026177,1.95e-20,-149000.0701,0.058212,-0.011101,-0.058212,0.0054559,-1.21e-19,-9.42e-21,1.25e-20,-7.03e-20,1.93e-20,49.3334,0.003781,-1.14e-20,0.0092678,4.4299999999999996e-24,0.015606,1.3342,3.94e-20,7.6379,-322000.0987,-258898.12,0.0,7.9699999999999995e-25,-0.019993,-4.53e-20,2.12e-22,5.62e-23,0.017411,0.033692,0.04243,130.1104,-24788.1075,0.035836,-80.067,0.022508,-35748.1188,-761038.428,45.4763,247.3898,0.017874,0.016191,226.5947,-96002.4213,-180816.1306,-373075.1601,36.398,230.5405,-1643704.723,-97.9024,233.0994,0.014255,-3530662.189,0.047163,236.9921,-55647.762,0.020538,63.2844,0.51009,0.8187,0.008736667,19.656,16.2656,40.9572,170.8229,2040.5608,150.9048,3099.0105,27.9453,774.1575,362.9428,223.3894,140.5076,8178.7763,481.9807,72.6014,4090.4218,1548.5588,98.7435,990.9209,1971.999323,1028.038162,428.3529439,2716.279392,1.0
0.01132,-5284.5955,1.69e-20,9.85e-19,-3994.0395,-412312.1191,1.59e-22,-5438.684,4.5899999999999996e-23,2.12e-20,-5.6e-20,0.38826,3.77e-21,-6.2e-20,-204065.7479,-1.12e-20,-4653.1416,2.4e-21,-1.49e-21,-0.019014,0.019014,-10254.0049,-7876.5125,3.28e-20,-5956.5802,-6.48e-20,1.2819,0.02024,4.09e-21,6.33e-20,0.027712,-2.01e-21,9.61e-20,-1.32e-22,1.5516,2.1992,-6929.1797,-3.2900000000000002e-21,0.38183,-2.21e-22,2.95e-20,0.050989,-5.27e-20,-156437.5262,0.043672,-0.011754,-0.043672,0.004084,-1.07e-19,-2.33e-19,5.21e-21,8.91e-20,-8.510000000000001e-21,31.7209,0.0027073,-5.47e-21,0.007237,4.87e-22,0.013912,0.72645,3.46e-20,6.2762,-321681.162,-256849.5731,1.53e-23,-6.37e-23,-0.015179,-3.5e-20,2.0300000000000002e-21,1.7400000000000003e-21,0.018622,0.039675,0.059733,129.8847,-24283.178,0.042886,-87.8749,0.021229,-35061.3643,-748375.5164,25.5225,246.3001,0.024811,0.016735,225.5049,-94356.7951,-177860.5421,-366877.5429,28.2069,229.3872,-1616562.892,-115.7208,231.9073,0.01767,-3472745.011,0.047624,235.9024,-54637.9371,0.027815,53.5433,0.6376,0.79163,0.009089296,17.631,16.201,40.5959,168.8375,2009.8957,150.6792,3053.1209,27.6483,762.4546,358.3308,222.0581,140.2819,8057.9619,479.1347,71.8253,4032.0109,1525.2935,98.0685,972.2303,1911.772781,965.5894818,450.3631168,2732.279462,1.0
0.2941,-3565.5766,-2.71e-19,4.97e-18,-2166.7519,-300394.4457,-7.56e-21,-2403.9331,2.41e-20,1.21e-19,-2.8e-20,-0.77766,6.74e-19,2.1e-18,-102384.4517,-2.42e-20,-2769.2064,3.65e-21,-2.44e-20,-0.63869,0.64272,-3637.0533,-6828.2673,-2.22e-19,-4330.8515,-3.37e-18,685.8383,0.14946,1.16e-19,3.17e-19,0.88226,7.31e-22,1.31e-18,1.73e-19,249.7731,301.8123,-5463.8907,-2.89e-20,0.012119,9.44e-22,-1.18e-19,0.29287,-6.25e-20,-64807.3913,1.2799,-0.29675,-1.2975,0.18984,-7.77e-20,-1.16e-18,5.61e-19,-1.48e-18,2e-18,5.8017,0.15099,1.75e-19,0.35792,-2.12e-22,0.48867,643.5529,-8.88e-19,620.2741,-238299.2934,-172587.4627,2.41e-20,-6.420000000000001e-21,-0.49959,-1.87e-19,1.41e-20,-2.96e-20,0.015197,0.029102,0.033553,130.3384,-25534.8786,0.031912,-106.8108,0.016146,-36712.4809,-774040.5596,0.39528,248.4657,0.019259,0.016755,227.6708,-98015.0598,-184240.6038,-379748.25,15.1498,231.7328,-1671572.151,-144.0536,234.4281,0.015458,-3590120.875,0.028941,238.068,-56969.7553,0.021067,37.4224,0.40274,0.64893,0.008182374,27.959,16.5235,41.72,173.7034,2075.1597,151.1329,3153.519,28.3928,787.6328,369.1234,227.1207,140.7357,8323.111,490.1021,73.8074,4166.0379,1575.4634,100.2789,1008.897,2562.230954,1110.548001,606.791179,3534.083093,0.0
0.30774,-3661.9738,-2.75e-19,-1.19e-18,-2188.305,-272224.7972,1.9300000000000003e-21,-2608.4762,4.66e-21,4.85e-20,2.45e-20,0.24454,1.14e-19,-2.03e-19,-96626.9654,-2.35e-19,-2980.8226,-1.61e-20,-1.12e-20,-0.61448,0.612,-4405.9103,-7359.1743,-1.01e-20,-4479.4187,-5.84e-19,768.8822,0.19592,-5.16e-19,3.17e-19,0.85327,-2.25e-20,3.91e-20,1.54e-19,166.9614,199.1085,-5817.8157,1.01e-20,-0.037787,-1.3400000000000002e-21,-1.85e-19,0.29156,1.25e-18,-61851.2061,1.1315,-0.30523,-1.1059,0.20156,1.85e-19,7.21e-18,5.53e-19,3.19e-19,-1.59e-18,2.7904,0.16408,2.92e-20,0.3597,-5.84e-22,0.4612,729.2279,5.73e-19,324.8532,-226483.1091,-164092.5981,-5.050000000000001e-21,-3.89e-21,-0.47461,0.0,-2.9e-21,1.5300000000000002e-21,0.0131,0.030571,0.034599,130.1926,-25239.7922,0.024411,-100.9318,0.014479,-36292.9282,-765705.776,-2.2863,247.7656,0.017778,0.016056,226.9701,-96924.5457,-182214.7559,-375591.8388,-0.46771,230.9799,-1653709.039,-145.553,233.6328,0.015604,-3552001.033,0.028369,237.3674,-56330.636,0.017323,42.4573,0.44351,0.6292,0.008367278,25.027,16.3272,41.1955,171.5519,2048.9642,150.9871,3117.7981,28.0307,778.3657,364.6097,224.0102,140.5898,8229.4335,483.6866,72.8772,4121.6976,1557.0038,99.0029,997.7936,2584.979887,1136.788295,639.9024307,3696.342661,0.0
0.28156,-3494.0152,9.25e-19,-2.38e-18,-2251.6947,-280123.6466,2.01e-20,-2225.7593,1.56e-20,2.17e-19,1.05e-19,0.22048,2.72e-19,-1.62e-18,-101647.8425,-1.17e-18,-2808.2415,-3.04e-21,3.15e-20,-0.5499,0.54194,-4211.3655,-7211.0412,-7.56e-20,-4422.0145,-1.43e-18,588.9916,0.14357,1.6e-19,1.34e-18,0.76185,4.38e-20,-1.43e-18,-1.91e-19,213.2562,259.1982,-5704.0243,-5.79e-20,0.034112,3.5400000000000006e-21,1.09e-19,0.28155,8.36e-19,-66910.2904,1.1829,-0.31375,-1.1382,0.16751,4.01e-20,3.58e-19,2.68e-19,-2.44e-19,-1.93e-18,4.5031,0.13798,1.02e-19,0.3162,1.79e-20,0.40235,564.8604,-7.38e-19,485.8982,-226096.4636,-171747.8147,0.0,2.4e-20,-0.41165,6.42e-20,6.7e-21,2.03e-20,0.015886,0.032606,0.030193,130.1932,-25110.2223,0.032979,-94.1474,0.013768,-36154.5176,-765735.5187,27.0429,247.7675,0.016051,0.015919,226.9725,-96794.1263,-182118.4123,-375537.9399,13.3835,230.97,-1653772.821,-116.5159,233.5949,0.015877,-3552144.086,0.029938,237.3698,-56187.4356,0.019867,49.4227,0.40255,0.65411,0.008480136,26.512,16.4016,41.3535,171.938,2053.1478,150.9877,3119.7253,28.1068,779.1936,365.2841,224.9248,140.5904,8233.7824,485.3193,73.0761,4120.2536,1558.6377,99.3459,997.4759,2459.394884,1120.17046,601.9135424,3607.996329,0.0
0.40064,-1233.0661,-7.59e-19,-7.02e-19,-1948.5446,-270810.3693,6.97e-21,-6782.6075,-5.290000000000001e-21,3.88e-19,-4.25e-18,-0.10764,-8.3e-20,7.21e-19,-97050.3003,6.97e-20,-1988.9958,-1.04e-20,4.01e-20,-0.82565,0.83187,-4925.8816,-3505.6042,-4.16e-18,-1165.6954,-1.62e-19,1172.3063,0.12778,-5.82e-19,-1.4e-19,0.91881,4.9e-20,2.86e-18,4.63e-20,185.1037,564.7589,-1838.3122,3.16e-20,0.51953,5.84e-21,6.47e-18,0.059005,-1.36e-18,-63735.5891,0.643,-0.45056,-0.68762,0.28772,-3.89e-19,4.33e-19,8.48e-19,1.8e-18,-2.72e-19,3.8367,0.18828,4.66e-19,0.32974,-7.4e-21,0.53951,916.4982,3.91e-19,574.5671,-219994.002,-146042.7426,-1.52e-20,-4.08e-22,-0.55034,3.74e-19,-7.220000000000001e-21,-2.62e-20,0.016582,0.039484,0.035308,133.0674,-32104.4279,0.034159,-117.5348,0.016284,-45848.6463,-947917.1296,19.163,262.2253,0.017126,0.01863,241.4307,-121075.0322,-226698.8448,-466178.7989,-0.56678,246.4558,-2043964.77,-139.2368,250.0869,0.014536,-4384188.991,0.033086,251.8279,-70723.1803,0.023149,40.6548,0.48029,0.73215,0.005072688,14.59,20.0104,50.5024,210.143,2516.0415,153.8618,3808.7731,34.3528,952.6429,446.5926,275.0095,143.4646,10050.9492,593.4098,89.3129,5023.3286,1905.1469,121.4041,1220.1826,2923.024745,1207.837827,765.9630005,3859.300132,0.0
0.51179,-2768.3003,7.94e-19,-1.76e-19,-2401.4373,-258803.7059,-1.49e-21,-10067.8766,4.7500000000000005e-21,-1.21e-19,4.76e-19,-0.24969,2.79e-19,-2.93e-19,-89533.9311,-1.79e-18,-2655.7289,5.33e-21,1.9e-21,-0.92574,0.9312,-5214.9222,-6621.6751,-8.7e-20,-3410.9663,1.3e-19,1534.0422,0.18763,-4.8e-19,-7.35e-19,0.97844,-5.22e-20,1.82e-19,-2.19e-19,143.8459,464.0219,-4821.04,-8.11e-20,-0.099801,-3.36e-21,5.49e-19,0.075215,1.63e-18,-53764.6427,0.67647,-0.53708,-0.65933,0.38209,-1.94e-20,1.8e-18,1.23e-18,1.24e-18,-4.08e-19,3.3496,0.28325,1.46e-19,0.39149,2.66e-22,0.76614,1527.6437,-1.9e-19,425.142,-209674.4426,-141270.6166,1.0600000000000001e-21,-6.240000000000001e-21,-0.73339,-2.8e-19,-2.2500000000000002e-21,5.5e-21,0.012703,0.031918,0.030333,133.0018,-31833.8808,0.025719,-180.8371,0.016477,-45499.1667,-943311.4694,-51.8249,261.879,0.016555,0.015624,241.0846,-120355.8508,-225491.7021,-463782.6534,-28.9745,246.0685,-2034106.697,-210.3327,249.6647,0.015946,-4363180.872,0.033936,251.4818,-70248.3027,0.021434,-22.7915,0.34074,0.66053,0.005172331,19.2,19.8914,50.1453,208.682,2496.8839,153.7962,3783.8538,34.1166,946.0329,443.4726,272.9292,143.399,9985.4966,589.189,88.6866,4992.3634,1892.0437,120.5439,1211.659,2066.829096,1103.993703,782.9541068,3401.256719,0.0
