tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_meanValue_dec_17,tqwt_meanValue_dec_27,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_10,tqwt_meanValue_dec_3,tqwt_entropy_log_dec_28,tqwt_meanValue_dec_6,tqwt_meanValue_dec_34,tqwt_meanValue_dec_31,tqwt_skewnessValue_dec_36,tqwt_meanValue_dec_20,tqwt_meanValue_dec_26,tqwt_entropy_log_dec_13,tqwt_meanValue_dec_15,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_10,tqwt_meanValue_dec_9,tqwt_minValue_dec_16,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_30,tqwt_meanValue_dec_33,tqwt_entropy_log_dec_32,tqwt_meanValue_dec_28,tqwt_entropy_shannon_dec_16,tqwt_energy_dec_17,tqwt_meanValue_dec_16,tqwt_meanValue_dec_21,tqwt_maxValue_dec_17,tqwt_meanValue_dec_11,tqwt_meanValue_dec_23,tqwt_meanValue_dec_13,tqwt_entropy_shannon_dec_22,tqwt_entropy_shannon_dec_21,tqwt_entropy_log_dec_31,tqwt_meanValue_dec_12,tqwt_skewnessValue_dec_35,tqwt_meanValue_dec_1,tqwt_meanValue_dec_32,tqwt_energy_dec_18,tqwt_meanValue_dec_24,tqwt_entropy_log_dec_14,tqwt_maxValue_dec_18,tqwt_minValue_dec_14,tqwt_minValue_dec_18,tqwt_stdValue_dec_16,tqwt_meanValue_dec_29,tqwt_meanValue_dec_19,tqwt_meanValue_dec_14,tqwt_meanValue_dec_25,tqwt_meanValue_dec_18,tqwt_kurtosisValue_dec_36,tqwt_stdValue_dec_15,tqwt_meanValue_dec_35,tqwt_stdValue_dec_17,tqwt_meanValue_dec_2,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_meanValue_dec_22,tqwt_entropy_shannon_dec_20,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_meanValue_dec_5,tqwt_meanValue_dec_4,tqwt_minValue_dec_15,tqwt_meanValue_dec_30,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,std_MFCC_10th_coef,mean_8th_delta_delta,mean_MFCC_5th_coef,mean_MFCC_7th_coef,VFER_NSR_SEO,GNE_SNR_SEO,mean_MFCC_10th_coef,mean_MFCC_6th_coef,mean_MFCC_8th_coef,IMF_NSR_entropy,VFER_NSR_TKEO,mean_MFCC_4th_coef,mean_MFCC_1st_coef,mean_MFCC_3rd_coef,mean_MFCC_9th_coef,mean_MFCC_2nd_coef,mean_12th_delta_delta,mean_MFCC_12th_coef,std_MFCC_9th_coef,mean_MFCC_11th_coef,mean_11th_delta,RPDE,DFA,meanPeriodPulses,meanHarmToNoiseHarmonicity,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_mean_6_coef,app_LT_TKEO_std_8_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_9_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_std_7_coef,f3,f2,f1,f4,class
0.077872,-3568.6549,8.47e-20,-6.67e-20,-3175.3472,-348534.7121,6.37e-23,-9009.9039,1.43e-21,-3.03e-20,1.25e-19,4.1762,6.98e-20,7.04e-20,-126597.1251,-8.37e-20,-3532.3567,1.2200000000000001e-21,-5.07e-22,-0.16622,0.16344,-14006.2084,-5506.3137,-1.01e-19,-3976.9738,-9.73e-20,121.987,0.070886,-1.28e-20,-3.03e-20,0.17879,-1e-20,5.86e-20,2.08e-20,283.3588,203.1876,-4705.1914,-6.58e-22,-0.13612,-1.0600000000000001e-21,1.18e-19,0.12519,-9.770000000000001e-21,-98934.6458,0.20891,-0.079923,-0.20282,0.055502,-1.36e-19,2.8e-19,-1.1e-19,-1.76e-20,1.54e-19,40.6909,0.039348,1.71e-19,0.061141,-2.04e-21,0.11922,82.8428,-9.45e-19,51.8577,-248208.5816,-171167.4747,-2.48e-21,-3.3100000000000003e-22,-0.12483,5.84e-20,-1.1500000000000002e-21,3.4900000000000005e-21,0.36977,0.00029792,-0.30069,0.8886,1.3228,1375936.436,-1.5556,-1.4529,-0.51764,0.20653,1.3905,-3.8665,4.1927,0.48,-0.7162,3.1676,-0.00034679,-1.1232,0.42462,0.50601,-0.00075245,0.33187,0.73085,0.003815898,17.41,23.5607,59.2959,246.6849,2952.0673,156.3307,4478.4434,40.3007,1119.3166,524.3151,322.1531,145.9335,11819.1521,695.5662,104.8113,5912.6617,2238.647,142.2782,1435.6259,1952.060732,1015.416213,571.767902,3816.797061,1.0
0.10419,-4342.8846,4.15e-20,-3.3700000000000004e-21,-3587.6494,-336356.7484,5.47e-22,-10246.539,2.4400000000000002e-21,-6.0700000000000005e-21,1.57e-20,-1.0339,8.3e-20,3.94e-20,-108800.4606,-2.46e-20,-4115.1928,-4.53e-21,-4.6900000000000004e-21,-0.20189,0.19561,-14956.8847,-6595.0836,-6.05e-20,-4599.475,-6.08e-21,161.7192,0.061646,-1.28e-19,1.95e-18,0.20864,1.16e-20,1.89e-18,4.84e-20,379.0135,304.4352,-5549.4764,4.3e-20,-0.70916,8.78e-22,-1e-19,0.10122,-4.69e-20,-89549.256,0.25976,-0.10599,-0.26148,0.06551,4.86e-20,4.27e-19,8.36e-20,0.0,-1.2e-18,10.4899,0.048881,-1.73e-20,0.070417,2.66e-22,0.12833,120.8756,1.04e-18,88.8531,-213898.1495,-144675.9533,1.5800000000000001e-21,6.71e-21,-0.13606,-4.38e-20,-1.21e-21,-1.85e-22,0.39043,-0.00028289,0.19018,0.46695,1.3385,693267.7347,-1.7057,-1.5955,-0.8226,0.18037,1.399,-5.0272,3.7693,-0.082058,-1.3166,2.7215,0.0001494,-0.77172,0.3136,-0.13982,0.0011635,0.31159,0.73799,0.003167709,22.202,23.7958,59.9137,249.1414,2982.8175,156.4406,4518.3135,40.7133,1129.8671,529.4624,325.8297,146.0434,11923.5186,702.8642,105.8831,5960.3963,2259.6431,143.702,1448.3218,1570.385122,956.2522288,449.6920352,3176.291612,1.0
0.88608,-4440.9472,8.38e-19,-3.64e-19,-3227.5013,-237423.0493,-8.670000000000001e-21,-9308.6815,2.61e-20,-4.46e-19,-6.16e-20,8.7955,4.22e-19,-5.86e-19,-59835.8357,1.68e-18,-4022.0385,-3.29e-20,-1.0100000000000002e-21,-1.4468,1.4468,-4008.7922,-7164.4347,-3.21e-19,-5233.8096,5.11e-19,1546.4163,0.13839,6.55e-19,-1.81e-18,1.7033,-6.58e-20,1.11e-18,8.5e-19,396.349,766.0991,-6236.2253,1.4e-20,3.4189,-1.65e-20,-1.03e-19,0.22352,-1.09e-18,-30560.543,2.1475,-0.87425,-2.1475,0.4444,-2.14e-19,1.31e-17,-2.27e-18,8.44e-19,1.89e-18,94.0664,0.48416,7.29e-20,0.70567,1.1e-20,1.1924,2114.0512,3.46e-18,718.5314,-214710.6149,-126325.6567,-4.89e-22,6.120000000000001e-21,-1.2204,-3.17e-19,-6.2e-20,-7.61e-20,0.22667,0.00057731,-2.5723,0.54308,1.2237,1820773.508,-0.62604,-2.1932,-0.042111,0.19526,1.3151,-2.3088,5.9262,0.70181,-0.28776,1.9581,-5.34e-05,-0.35093,0.21132,-1.1745,0.0004539,0.29457,0.64625,0.005179435,22.715,19.8548,50.1225,208.4282,2493.7686,153.8033,3781.3877,34.0603,945.2348,442.961,272.4077,143.4061,9979.1767,588.0222,88.5696,4990.0749,1890.4923,120.2731,1211.282,2920.802023,1153.707236,623.8966773,3988.741085,1.0
0.2584,-4280.3112,2.97e-19,3.35e-18,-3221.3381,-221227.3881,-6.27e-22,-8479.0369,7.92e-21,-9.25e-20,-1.68e-19,8.7783,-3.02e-19,-1.17e-18,-96481.1306,3.97e-19,-3998.835,-2.31e-20,-3.07e-20,-0.96474,0.96474,-1689.4417,-6881.6585,9.08e-20,-4999.249,1.62e-19,1404.0379,0.18842,-5.38e-19,2.94e-18,1.2187,-6.76e-20,1.17e-18,-1.1e-19,589.1021,632.2753,-5880.4239,-5.2600000000000004e-21,3.4095,-1.6200000000000002e-21,2.57e-19,0.18412,-8.13e-19,-62972.8341,1.1389,-0.28385,-1.1389,0.31743,4.08e-19,-1.6e-18,-7.28e-19,2.91e-19,-1.34e-18,93.1124,0.18652,1.82e-20,0.45719,-1.9300000000000003e-21,0.59136,895.1601,2.24e-18,472.3427,-212313.1965,-151499.8513,-1.0600000000000001e-21,8.18e-21,-0.56497,1.87e-19,8.07e-20,1.33e-20,0.19161,0.0001583,-1.803,0.92052,1.3341,1206051.016,-0.43393,-1.951,0.75384,0.1601,1.1826,-1.2358,6.4989,1.2579,-0.011556,0.96852,-2.27e-05,-0.37311,0.21301,-0.015265,0.0015899,0.48725,0.68852,0.006057229,23.843,18.7266,47.2411,196.4539,2347.0282,152.9586,3564.5306,32.113,890.4594,417.3943,257.0096,142.5614,9407.568,554.4193,83.4928,4707.5694,1781.1176,113.4588,1140.3536,3003.089871,1126.964618,691.5169098,4036.39092,1.0
0.3436,-4257.9157,1.01e-18,-2.16e-19,-3340.7917,-234864.5064,6.97e-21,-9168.3731,5.67e-20,-9.7e-20,0.0,8.9261,-1.36e-19,1.17e-18,-95125.2008,1.37e-18,-4004.5782,-2.19e-20,-3.81e-20,-0.92688,0.92688,-3043.3052,-7092.0814,0.0,-4919.336,-6.48e-20,1120.3548,0.14849,-5.16e-19,2.17e-18,1.246,3.65e-20,-1.3e-18,-7.15e-20,483.105,760.5189,-6098.9855,7.89e-20,3.321,2.36e-21,2.36e-19,0.15062,-6.25e-20,-56141.6004,1.385,-0.34672,-1.385,0.28036,0.0,-7.79e-19,2.08e-19,-1.88e-20,2.09e-20,93.8852,0.21671,-2.33e-19,0.41426,-1.93e-20,0.63883,1061.0855,-1.13e-18,667.8593,-219429.3059,-156444.2134,-4.89e-22,1.46e-20,-0.61924,-2.34e-20,2.85e-20,-2.54e-21,0.25623,-0.00015679,-2.0307,0.71137,1.2717,1739331.525,-0.38978,-2.0395,0.21741,0.17819,1.2235,-1.4611,6.0767,0.7843,-0.31648,1.933,0.00031229,-0.41019,0.25512,-0.79593,-0.00021155,0.40013,0.68983,0.005499848,22.208,19.3651,48.8136,203.0686,2428.9133,153.4372,3686.6881,33.1849,921.2463,431.6228,265.323,143.04,9729.7606,572.8671,86.2888,4867.8227,1842.5803,117.1253,1180.9127,2981.735692,1123.530675,639.8095888,4029.997965,1.0
0.13527,-2509.2181,2.18e-19,-9.5e-18,-2089.3745,-281842.2464,6.540000000000001e-21,-949.754,1.53e-20,-6.31e-19,6.72e-19,0.041599,1.43e-19,7.21e-18,-147558.0202,1.48e-19,-2391.7887,-3.29e-20,-2.94e-20,-0.23506,0.22418,431.1996,-3797.829,6.45e-19,-2400.1884,1.19e-17,125.5183,0.0053493,-1.82e-19,5.61e-19,0.34032,5.110000000000001e-21,2.29e-18,-6.1e-20,320.8136,125.1239,-2664.6849,2.02e-20,0.063404,-1.0600000000000001e-21,-1.48e-18,0.0095988,2.5e-19,-97688.5927,0.49426,-0.14145,-0.45356,0.057508,8.55e-19,-1.53e-18,-5.3e-20,6.75e-19,-1.89e-19,3.1586,0.042754,0.0,0.0917,4.96e-21,0.15729,92.7925,-7.82e-19,116.6665,-243404.4824,-211963.2314,-8.690000000000001e-21,-1.06e-20,-0.16037,-1.96e-18,-1.41e-20,8.46e-22,0.24774,-7.76e-05,-0.4,0.38314,1.1867,976932.6167,-0.24475,0.27705,0.72678,0.18383,1.2042,-1.2392,3.8072,4.9579,1.7986,3.4988,0.00025725,0.36609,0.28847,0.056105,-0.0019883,0.45972,0.85264,0.007656314,20.319,17.1227,43.0988,178.9558,2139.9734,151.5291,3246.7588,29.2452,811.4086,380.2357,234.2282,141.1319,8568.4785,504.7453,76.0669,4285.7827,1622.9006,103.2825,1039.8087,2663.628319,963.314682,237.1495328,3821.62022,1.0
0.13003,-2623.8765,2.29e-19,1.45e-17,-1764.3426,-281557.8803,-1.76e-21,-322.4492,-1.92e-20,1.64e-19,-7.83e-19,0.04826,-1.62e-19,2.97e-18,-145798.2676,-2.28e-19,-2324.6168,-1.43e-20,-6.4500000000000005e-21,-0.34759,0.33528,177.6409,-4177.2182,-9.08e-20,-2615.101,-2.88e-17,212.2322,0.0054213,-1.12e-19,3.35e-19,0.33196,2.67e-20,-6.84e-19,2.63e-22,223.9249,120.4924,-3133.635,-5.7e-21,-0.15903,1.0300000000000001e-22,-1.01e-19,0.0075258,-2.77e-19,-94565.5449,0.43902,-0.12496,-0.38145,0.082547,6.07e-19,-3.71e-19,1.12e-19,-1.88e-19,-1.15e-19,3.0155,0.060028,-1.55e-18,0.09444,-2.92e-21,0.23091,157.5553,-1.27e-18,176.2515,-238462.9084,-205049.0682,-2.2e-21,-9.16e-21,-0.25725,5.61e-19,3.4800000000000006e-21,-8.790000000000001e-21,0.23714,0.00021617,0.11886,-0.023268,1.1663,1069557.976,-0.19074,0.35321,0.77578,0.18388,1.2153,-1.8751,3.5731,4.3782,2.2019,3.943,-0.00045323,-0.031335,0.31296,0.28408,-0.00068413,0.4841,0.8507,0.008002716,19.519,16.8554,42.4533,176.1639,2106.5345,151.2922,3195.4347,28.7913,798.6301,374.3186,230.3222,140.895,8432.9273,497.1945,74.8792,4217.3353,1597.3484,101.6774,1023.0463,2781.788462,1164.505726,312.5700802,3873.071336,1.0
0.13289,-2493.8471,-1.35e-19,8.86e-18,-1694.3932,-273961.537,9.5e-21,-300.4626,4.14e-20,9.7e-19,6.72e-19,-1.0221,1.36e-19,8.2e-18,-145038.3594,-7.73e-20,-2122.7428,6.7e-21,-1.12e-20,-0.3841,0.38514,39.6354,-3873.6373,7.26e-19,-2441.836,7.46e-18,199.7669,0.0045418,8e-20,2.71e-20,0.37568,-3.73e-20,1.38e-18,-1.58e-20,218.9295,124.7875,-2740.1162,-7.890000000000001e-21,-0.22213,-6.79e-22,-8.51e-19,0.0066895,8.28e-19,-93093.237,0.46673,-0.13335,-0.5106,0.078914,-2.64e-18,-1.38e-19,1.62e-19,-2.34e-19,1.31e-19,11.3425,0.060149,2.48e-19,0.085283,1.35e-21,0.26785,159.1714,1.09e-19,203.08,-230937.3237,-202402.0043,1.04e-20,-1.78e-22,-0.29929,1.59e-18,1.41e-21,6.980000000000001e-21,0.27538,0.00014773,0.08408,-0.020168,1.1737,1020081.252,0.079065,0.55895,0.44445,0.19076,1.2014,-1.5446,3.8833,4.1477,2.1179,3.6665,0.00042177,-0.2569,0.24607,0.16985,-0.0013684,0.50814,0.85,0.007944493,18.555,16.8732,42.4575,176.5338,2113.5166,151.2353,3198.5383,28.8607,800.0836,375.1796,230.8915,140.8381,8440.5491,499.0878,75.0325,4218.0652,1600.049,102.0162,1024.2627,2900.649788,1316.577994,404.8892999,3943.394014,1.0
0.33701,-3938.6162,2.09e-19,-3.24e-19,-2684.711,-234122.2023,1.1700000000000001e-21,-9673.3088,-4.05e-20,-1.33e-19,8.39e-20,0.12971,-2.11e-19,9.91e-19,-95012.5952,-7.29e-19,-3266.1293,2.79e-20,2.0300000000000002e-21,-0.64325,0.63688,-2796.1592,-6484.2161,4.03e-20,-4892.4829,-2.59e-19,1021.8041,0.17792,3.59e-19,2.9e-19,0.83352,-7.96e-20,-4.17e-19,-3.86e-20,340.1972,299.1676,-5815.951,-1.18e-20,-0.069758,-6.430000000000001e-21,-5.89e-20,0.2654,1.56e-19,-59545.8819,1.1832,-0.29923,-1.2376,0.24349,2.04e-19,-3.45e-18,-2.03e-19,-1.12e-18,8.17e-19,3.6431,0.18345,-2.04e-19,0.38102,-9.03e-22,0.52455,865.5,-6.52e-19,571.7375,-190585.0712,-162681.3313,5.78e-21,-8.23e-21,-0.54382,-7.01e-20,-1.43e-20,-1.74e-20,0.25426,-0.00015854,-2.3763,0.0011231,1.4273,1873459.208,0.53597,-0.40619,-0.38858,0.19051,1.2835,-2.1395,7.6589,1.4949,1.0476,0.40917,0.00017959,-0.43106,0.23043,-0.92883,-0.00097693,0.46165,0.64519,0.009997705,22.685,18.2877,46.1363,191.7234,2294.19,152.5297,3477.0741,31.3337,869.3084,407.4206,250.7244,142.1325,9175.9299,541.0982,81.4858,4587.7186,1738.6083,110.5576,1113.8451,2470.258011,1090.270638,625.4923347,3844.347619,0.0
0.25862,-3945.3023,1.36e-18,-1.19e-18,-2607.8006,-243329.6746,-2.5e-21,-7578.8442,1.12e-20,-2.16e-19,1.89e-19,-0.77545,-7.31e-20,-5.86e-19,-102650.0661,-1.52e-20,-3246.7365,-4.47e-20,-2.19e-20,-0.633,0.58743,-2715.6112,-7151.7817,-3.33e-19,-5005.6843,-1.62e-19,1118.9339,0.2415,-3.64e-19,9.5e-19,1.0025,-1.53e-20,-1.01e-19,1.17e-19,316.8119,256.5892,-6016.354,-4.8e-20,-0.50352,-2.3e-21,-5.05e-20,0.26747,-2.81e-19,-67900.2077,1.2347,-0.25136,-1.2864,0.25033,7.77e-20,-2.99e-18,-5.58e-19,5.63e-19,-1.76e-18,5.7751,0.13024,-7.290000000000001e-21,0.44329,9.200000000000001e-22,0.4073,542.1115,8.58e-19,437.5267,-201188.4982,-167562.9831,-6.6400000000000005e-21,1.75e-21,-0.37207,-4.09e-20,1.82e-20,-9.18e-22,0.26894,-2.75e-05,-2.1575,-0.10764,1.3201,1979880.355,0.69485,-0.90852,-0.21596,0.15646,1.2657,-1.6575,7.7832,1.516,1.1655,0.81025,0.00019767,0.33487,0.1688,-1.3531,0.00050235,0.42058,0.63973,0.007285465,23.192,18.0469,45.5562,189.1709,2263.6407,152.3046,3428.647,30.9356,857.3717,401.984,247.5633,141.9073,9047.9423,534.3681,80.4207,4522.7734,1714.6974,109.3274,1097.8328,2540.482637,1090.833793,646.9334001,3607.076595,0.0
0.35754,-3897.1744,5.98e-19,-1.13e-18,-2627.15,-240670.1993,1.02e-21,-8586.1929,1.15e-20,-9.7e-20,1.26e-19,0.28847,6.03e-20,-2.32e-18,-96905.5367,-4.67e-19,-3246.2308,-3.35e-20,2.18e-20,-0.56695,0.56906,-2599.973,-5052.8082,2.02e-20,-4841.7975,-2.92e-19,878.1343,0.16379,6.73e-20,-2.44e-19,0.78073,-8.62e-20,-1.58e-18,-5.34e-19,370.8554,314.9825,-5272.1389,-7.45e-20,0.41133,-3.660000000000001e-21,-5.05e-20,0.28961,1.17e-18,-61179.3848,1.198,-0.274,-1.265,0.21106,9.72e-20,7.54e-19,-1.16e-19,1.95e-18,-4.11e-18,3.9747,0.15785,-5.1e-20,0.37737,-3.6100000000000005e-21,0.45861,711.8284,-2.7e-18,600.869,-190587.163,-162868.082,1.79e-20,-2.24e-20,-0.45017,2.22e-19,2.11e-20,1.1e-20,0.17083,-0.00016191,-2.0232,-0.032318,1.3192,1694387.203,1.0072,-0.68385,-0.65966,0.18648,1.2966,-2.0447,7.6201,1.1232,1.053,1.2629,-4.84e-06,-0.12012,0.17697,-1.3952,-0.0015119,0.49225,0.65352,0.012965576,22.603,18.3242,46.1856,191.7654,2294.4671,152.5082,3474.3952,31.3441,868.8795,407.3983,251.0615,142.111,9168.4291,541.4813,81.5186,4581.9171,1737.7289,110.7352,1112.5611,2400.657731,1092.009816,608.4589177,3744.528784,0.0
0.31543,-3226.6513,1.31e-19,8.64e-19,-2363.4227,-203549.082,1.92e-21,-8715.6164,3.59e-20,-6.07e-20,-2.8e-20,-0.13777,-3.77e-19,-8.38e-18,-94814.5929,-3.88e-19,-2896.6639,1.77e-20,-3.91e-20,-0.59573,0.55404,-1961.2064,-5591.6,0.0,-3519.556,-2.27e-19,751.8672,0.11441,-3.57e-19,-2.9e-19,0.82648,3.08e-20,4.3e-19,-9.44e-20,182.695,254.6744,-4280.6662,1.43e-20,-0.11944,-3.04e-21,3.75e-19,0.14603,-8.91e-19,-61993.507,0.97264,-0.29953,-0.97768,0.19446,5.83e-20,-4e-18,-1.07e-19,-1.85e-18,1.57e-18,2.875,0.15162,-8.75e-20,0.30818,-1.7e-21,0.45325,661.4865,7.6e-19,601.3575,-204463.4131,-158016.8962,-3.33e-21,3.82e-21,-0.42785,-7.01e-20,1.24e-20,-7.19e-21,0.18877,0.00043753,-0.64549,-0.35765,1.2328,1599071.409,-0.68594,-0.40865,0.262,0.14336,1.2485,-2.2692,5.4935,2.1298,0.50936,0.83331,5.91e-05,0.48912,0.2069,-0.71238,-0.0014365,0.51219,0.72671,0.006288398,17.484,18.4435,46.559,192.9703,2308.3933,152.6545,3502.2879,31.5363,875.3092,410.098,252.3772,142.2573,9242.9651,544.1785,82.0193,4623.6101,1750.6517,111.3761,1122.0582,2754.681269,1244.71591,595.277912,3917.352001,1.0
0.29014,-3396.9849,-1.48e-18,1.49e-19,-2555.1129,-200509.3477,8.07e-22,-9581.7888,-1.56e-20,1.82e-20,9.09e-20,1.8692,0.0,4.9e-19,-99172.4791,-5.85e-19,-3119.9146,2.98e-20,1.9e-20,-0.58687,0.56873,-5404.4691,-5430.8764,0.0,-3411.5274,-5.67e-20,979.7299,0.19311,4.47e-19,4.38e-18,0.86285,-3.21e-20,-1.45e-18,4.84e-20,126.8617,393.3023,-4029.3729,-8.5e-20,1.3606,4.72e-21,9.43e-19,0.21509,8.91e-19,-66531.4616,1.0242,-0.30377,-1.0558,0.22839,-1.46e-20,3.64e-19,-4.04e-19,1.03e-19,5.24e-19,14.9176,0.13906,1.17e-19,0.36072,1.38e-21,0.42705,578.499,1.74e-19,416.8486,-192295.5179,-154701.3452,-3.850000000000001e-21,-1.2200000000000001e-21,-0.45587,1.29e-19,-5.27e-20,-4.93e-20,0.316,4.84e-05,-0.86007,-0.58188,1.1877,1684746.207,-0.47627,0.010118,0.42612,0.15885,1.2401,-2.2615,5.1355,2.8142,0.40904,1.9259,7.72e-05,0.33887,0.26719,-0.97572,-0.0035386,0.63768,0.75495,0.008496642,14.646,17.2433,41.9592,173.5885,2051.5222,152.2078,3217.0234,28.3807,794.3671,369.6725,230.488,141.805,8536.0549,485.6037,73.7017,4373.4854,1591.8103,101.2866,1030.9477,2702.669973,1137.672953,519.1655968,3970.121939,1.0
0.33831,-3581.5776,9.95e-19,1.35e-20,-2614.2474,-170169.5583,-5.1e-22,-10513.6728,3.58e-20,2.43e-20,-2.62e-20,-0.071903,-5.05e-19,-1.53e-18,-93140.6122,-1.74e-19,-3332.0263,6.39e-20,-3.43e-20,-0.64089,0.63318,-5288.2414,-6611.938,-4.71e-20,-4098.4408,7.3e-20,1004.8843,0.15898,2.8e-19,-3.08e-19,0.89659,-4.2e-21,1.2e-18,-2.45e-19,162.2151,527.389,-5106.7234,-2.72e-20,-0.15621,7.02e-21,-4.21e-20,0.2027,2.13e-18,-61323.8263,0.99096,-0.34668,-0.99538,0.23828,4.86e-20,1.81e-18,2.87e-19,2.36e-18,-7.31e-19,3.6784,0.1657,5.83e-20,0.36501,9.310000000000001e-21,0.5105,717.6217,-6.73e-19,531.0759,-159938.3594,-146749.4437,1.9600000000000003e-21,9.99e-21,-0.48492,2.04e-20,-3.28e-20,2.79e-20,0.20346,0.00013508,-1.327,-0.47576,1.2705,1576068.623,-0.90459,-0.28223,0.35887,0.16312,1.2457,-2.1509,6.1859,2.5907,0.55594,0.78586,-0.00025292,0.49507,0.24005,-0.85744,0.0023204,0.55121,0.71739,0.006915531,20.973,18.4935,46.7048,194.3282,2331.768,152.593,3518.0314,31.7752,881.0185,413.0686,254.4073,142.1957,9282.8519,548.926,82.599,4633.3678,1761.6196,112.1654,1128.6903,2776.157932,1160.150921,559.8127287,3933.294267,1.0
0.24498,-1973.529,2.92e-19,2.65e-18,-1448.9659,-265551.72,-1.8300000000000003e-21,-7137.1989,5.8e-21,-4.85e-20,-1.51e-18,-0.059444,3.77e-20,1.26e-18,-90916.5128,-5.83e-19,-1532.3937,2.19e-20,-3.08e-20,-0.49895,0.49352,-784.0795,-3254.3971,1.41e-19,-2393.1343,6.32e-19,772.0338,0.042688,2.51e-19,1.12e-18,0.53975,2.48e-20,7.75e-19,9.6e-20,397.5298,492.0626,-2666.2376,1.82e-19,6.84e-05,5e-21,-3.03e-19,0.019546,-2.61e-18,-74595.5197,0.39154,-0.27915,-0.3822,0.19071,0.0,-5.75e-19,-2.94e-19,-1.43e-18,5.71e-19,3.4241,0.1115,2.16e-18,0.20782,-3.14e-21,0.32542,424.0764,-1.18e-18,258.6502,-192309.4421,-126562.0322,-1.35e-21,-2.7500000000000003e-21,-0.33435,-5.61e-19,-2.73e-21,1.37e-20,0.19896,0.00040448,0.21653,1.1958,1.1931,1355531.651,-0.3826,-0.45234,0.51733,0.21312,1.2068,-1.5392,6.4312,1.103,-0.1391,1.9186,-4.6e-05,-0.12722,0.22234,0.084689,0.0014901,0.39255,0.80754,0.005865016,20.295,19.0572,48.0002,199.675,2388.411,153.1326,3618.7259,32.644,904.7858,424.2477,261.3222,142.7354,9549.5504,563.8772,84.8686,4773.5724,1809.5722,115.3448,1158.305,3006.871472,1523.661503,827.0817141,4070.918724,0.0
0.25817,-2102.5391,1.47e-19,-1.78e-18,-1425.1848,-266640.6773,-3.59e-21,-7186.4336,1.76e-21,-1.47e-18,-1.68e-19,0.080981,-6.41e-20,1.26e-18,-102605.1192,1.33e-19,-1619.8247,-1.49e-20,-1.04e-20,-0.57037,0.59485,-938.1912,-3805.0801,8.88e-19,-2760.1932,5.84e-19,782.8447,0.054359,-4.8e-19,1.54e-18,0.62061,-3.43e-20,1.3e-18,6.23e-20,376.823,437.4115,-3146.2593,2.77e-20,0.37273,4.540000000000001e-21,-1.98e-18,0.027242,-5.63e-19,-78503.03,0.46594,-0.29607,-0.44047,0.20024,5.44e-19,-3.37e-19,1.79e-19,2.7e-18,2.3e-19,3.2941,0.11516,7e-19,0.22477,-5.31e-23,0.36554,431.0915,1.74e-18,228.1208,-203237.1674,-140572.9717,6.610000000000001e-21,5.15e-21,-0.3994,3.27e-19,9.6e-21,2.9600000000000004e-21,0.20682,-2.98e-05,-0.23451,1.259,1.1446,1830994.026,-0.17867,-0.37149,0.26424,0.19103,1.188,-1.3205,6.3529,1.0853,0.099423,1.7404,0.00044551,0.067132,0.22287,-0.052692,-0.00055591,0.51201,0.80006,0.006151047,19.113,16.9904,42.9856,178.8442,2126.7579,152.7156,3340.5933,29.0603,825.1136,381.4885,229.439,142.3128,8860.8811,493.074,75.5827,4548.627,1652.6068,104.026,1104.5254,3035.71738,1544.302764,829.9621725,4097.03797,0.0
